GSE_ID,GSM_ID,Sample_Title,Status,Raw_Characteristics,Parse_Quality,source_name,growth_condition,cell_line,group,genotype,treatment,drug,concentration,time,other_info,Error_Msg,extra_fields_json
GSE318875,GSM9505172,48h aged cells with high SRP40,Success,"tissue: Cell culture|cell line: CGY61.06|cell type: yeast cell|genotype: MAT@ SRP40-yEmCherry-KanMX HO::TEFprom-yiRFP713-CYCterm-KanMX|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs",Auto_Parsed,,,CGY61.06,,MAT@ SRP40-yEmCherry-KanMX HO::TEFprom-yiRFP713-CYCterm-KanMX,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318875,GSM9505173,24h aged cells with low MMP,Success,"tissue: Cell culture|cell line: CGY13.74|cell type: yeast cell|genotype: MATa Chr1-199447..199460::pTPI-preCOX4-SL17-mNeonGreen-URA3 TIM50-yEmCherry-NatMX ura3d0|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs",Auto_Parsed,,,CGY13.74,,MATa Chr1-199447..199460::pTPI-preCOX4-SL17-mNeonGreen-URA3 TIM50-yEmCherry-NatMX ura3d0,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318875,GSM9505174,48h aged cells with low SRP40,Success,"tissue: Cell culture|cell line: CGY61.06|cell type: yeast cell|genotype: MAT@ SRP40-yEmCherry-KanMX HO::TEFprom-yiRFP713-CYCterm-KanMX|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs",Auto_Parsed,,,CGY61.06,,MAT@ SRP40-yEmCherry-KanMX HO::TEFprom-yiRFP713-CYCterm-KanMX,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318875,GSM9505175,Young wildtype cells,Success,tissue: Cell culture|cell line: CGY4.51|cell type: yeast cell|genotype: MAT@|treatment: grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,Auto_Parsed,,,CGY4.51,,MAT@,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318875,GSM9505176,24h aged wildtype cells,Success,"tissue: Cell culture|cell line: CGY4.51|cell type: yeast cell|genotype: MAT@|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs",Auto_Parsed,,,CGY4.51,,MAT@,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318875,GSM9505177,48h aged wildtyoe cells,Success,"tissue: Cell culture|cell line: CGY4.51|cell type: yeast cell|genotype: MAT@|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs",Auto_Parsed,,,CGY4.51,,MAT@,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505153,Young wildtype cells replicate 1,Success,tissue: Cell culture|cell line: CGY4.51|cell type: yeast cell|genotype: MAT@|treatment: grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,Auto_Parsed,,,CGY4.51,,MAT@,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505154,Young wildtype cells replicate 2,Success,tissue: Cell culture|cell line: CGY4.51|cell type: yeast cell|genotype: MAT@|treatment: grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,Auto_Parsed,,,CGY4.51,,MAT@,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505155,Young wildtype cells replicate 3,Success,tissue: Cell culture|cell line: CGY4.51|cell type: yeast cell|genotype: MAT@|treatment: grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,Auto_Parsed,,,CGY4.51,,MAT@,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505156,Young msn2â cells replicate 1,Success,tissue: Cell culture|cell line: CGY61.46|cell type: yeast cell|genotype: MAT@ msn2::HphNT1|treatment: grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,Auto_Parsed,,,CGY61.46,,MAT@ msn2::HphNT1,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505157,Young msn2â cells replicate 2,Success,tissue: Cell culture|cell line: CGY61.46|cell type: yeast cell|genotype: MAT@ msn2::HphNT1|treatment: grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,Auto_Parsed,,,CGY61.46,,MAT@ msn2::HphNT1,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505158,Young msn2â cells replicate 3,Success,tissue: Cell culture|cell line: CGY61.46|cell type: yeast cell|genotype: MAT@ msn2::HphNT1|treatment: grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,Auto_Parsed,,,CGY61.46,,MAT@ msn2::HphNT1,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505159,Young msn2âmsn4â cells replicate 1,Success,tissue: Cell culture|cell line: CGY69.30|cell type: yeast cell|genotype: MAT@ msn2::HphNT1 msn4::NatNT2|treatment: grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,Auto_Parsed,,,CGY69.30,,MAT@ msn2::HphNT1 msn4::NatNT2,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505160,Young msn2âmsn4â cells replicate 2,Success,tissue: Cell culture|cell line: CGY69.30|cell type: yeast cell|genotype: MAT@ msn2::HphNT1 msn4::NatNT2|treatment: grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,Auto_Parsed,,,CGY69.30,,MAT@ msn2::HphNT1 msn4::NatNT2,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505161,Young msn2âmsn4â cells replicate 3,Success,tissue: Cell culture|cell line: CGY69.30|cell type: yeast cell|genotype: MAT@ msn2::HphNT1 msn4::NatNT2|treatment: grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,Auto_Parsed,,,CGY69.30,,MAT@ msn2::HphNT1 msn4::NatNT2,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5,,,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505162,24h aged wildtype cells replicate 1,Success,"tissue: Cell culture|cell line: CGY4.51|cell type: yeast cell|genotype: MAT@|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",Auto_Parsed,,,CGY4.51,,MAT@,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,24h,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505163,24h aged wildtype cells replicate 2,Success,"tissue: Cell culture|cell line: CGY4.51|cell type: yeast cell|genotype: MAT@|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",Auto_Parsed,,,CGY4.51,,MAT@,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,24h,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505164,24h aged wildtype cells replicate 3,Success,"tissue: Cell culture|cell line: CGY4.51|cell type: yeast cell|genotype: MAT@|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",Auto_Parsed,,,CGY4.51,,MAT@,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,24h,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505165,24h aged msn2â cells replicate 1,Success,"tissue: Cell culture|cell line: CGY61.46|cell type: yeast cell|genotype: MAT@ msn2::HphNT1|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",Auto_Parsed,,,CGY61.46,,MAT@ msn2::HphNT1,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,24h,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505166,24h aged msn2â cells replicate 2,Success,"tissue: Cell culture|cell line: CGY61.46|cell type: yeast cell|genotype: MAT@ msn2::HphNT1|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",Auto_Parsed,,,CGY61.46,,MAT@ msn2::HphNT1,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,24h,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505167,24h aged msn2â cells replicate 3,Success,"tissue: Cell culture|cell line: CGY61.46|cell type: yeast cell|genotype: MAT@ msn2::HphNT1|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",Auto_Parsed,,,CGY61.46,,MAT@ msn2::HphNT1,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,24h,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505168,24h aged msn2âmsn4â cells replicate 1,Success,"tissue: Cell culture|cell line: CGY69.30|cell type: yeast cell|genotype: MAT@ msn2::HphNT1 msn4::NatNT2|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",Auto_Parsed,,,CGY69.30,,MAT@ msn2::HphNT1 msn4::NatNT2,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,24h,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505169,24h aged msn2âmsn4â cells replicate 2,Success,"tissue: Cell culture|cell line: CGY69.30|cell type: yeast cell|genotype: MAT@ msn2::HphNT1 msn4::NatNT2|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",Auto_Parsed,,,CGY69.30,,MAT@ msn2::HphNT1 msn4::NatNT2,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,24h,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE318874,GSM9505170,24h aged msn2âmsn4â cells replicate 3,Success,"tissue: Cell culture|cell line: CGY69.30|cell type: yeast cell|genotype: MAT@ msn2::HphNT1 msn4::NatNT2|treatment: pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",Auto_Parsed,,,CGY69.30,,MAT@ msn2::HphNT1 msn4::NatNT2,"pre-grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5, aged in MADs for 24h",pre grown in SC YNB (no Biotin) 2% Glucose 2% MMP DAPA pH4.5 aged in MADs,,24h,,,"{""tissue"": ""Cell culture"", ""cell_type"": ""yeast cell""}"
GSE312455,GSM9346166,"YPS606 wild-type, unstressed control (0 min), replicate 1",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: unstressed control (0 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),unstressed control (0 min),unstressed control (),,0 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346167,"YPS606 wild-type, unstressed control (0 min), replicate 2",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: unstressed control (0 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),unstressed control (0 min),unstressed control (),,0 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346168,"YPS606 wild-type, unstressed control (0 min), replicate 3",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: unstressed control (0 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),unstressed control (0 min),unstressed control (),,0 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346169,"YPS606 wild-type, unstressed control (0 min), replicate 4",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: unstressed control (0 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),unstressed control (0 min),unstressed control (),,0 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346170,"YPS606 wild-type, 0.4 M NaCl (45 min), replicate 1",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 0.4 M NaCl (45 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),0.4 M NaCl (45 min),NaCl (),0.4 M,45 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346171,"YPS606 wild-type, 0.4 M NaCl (45 min), replicate 2",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 0.4 M NaCl (45 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),0.4 M NaCl (45 min),NaCl (),0.4 M,45 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346172,"YPS606 wild-type, 0.4 M NaCl (45 min), replicate 3",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 0.4 M NaCl (45 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),0.4 M NaCl (45 min),NaCl (),0.4 M,45 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346173,"YPS606 wild-type, 0.4 M NaCl (45 min), replicate 4",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 0.4 M NaCl (45 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),0.4 M NaCl (45 min),NaCl (),0.4 M,45 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346174,"YPS606 wild-type, 0.4 mM H2O2 (30 min), replicate 1",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 0.4 mM H2O2 (30 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),0.4 mM H2O2 (30 min),H2O2 (),0.4 mM,30 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346175,"YPS606 wild-type, 0.4 mM H2O2 (30 min), replicate 2",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 0.4 mM H2O2 (30 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),0.4 mM H2O2 (30 min),H2O2 (),0.4 mM,30 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346176,"YPS606 wild-type, 0.4 mM H2O2 (30 min), replicate 3",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 0.4 mM H2O2 (30 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),0.4 mM H2O2 (30 min),H2O2 (),0.4 mM,30 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346177,"YPS606 wild-type, 0.4 mM H2O2 (30 min), replicate 4",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 0.4 mM H2O2 (30 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),0.4 mM H2O2 (30 min),H2O2 (),0.4 mM,30 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346178,"YPS606 wild-type, 5% (v/v) ethanol (30 min), replicate 1",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 5% (v/v) ethanol (30 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),5% (v/v) ethanol (30 min),5% (v/v) ethanol (),,30 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346179,"YPS606 wild-type, 5% (v/v) ethanol (30 min), replicate 2",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 5% (v/v) ethanol (30 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),5% (v/v) ethanol (30 min),5% (v/v) ethanol (),,30 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346180,"YPS606 wild-type, 5% (v/v) ethanol (30 min), replicate 3",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 5% (v/v) ethanol (30 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),5% (v/v) ethanol (30 min),5% (v/v) ethanol (),,30 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346181,"YPS606 wild-type, 5% (v/v) ethanol (30 min), replicate 4",Success,cell line: YPS606|cell type: budding yeast cells|genotype: wild-type (HOG1/HOG1)|treatment: 5% (v/v) ethanol (30 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,wild-type (HOG1/HOG1),5% (v/v) ethanol (30 min),5% (v/v) ethanol (),,30 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346182,"YPS606 hog1Î, unstressed control (0 min), replicate 1",Success,cell line: YPS606|cell type: budding yeast cells|genotype: hog1 KO (hog1/hog1)|treatment: unstressed control (0 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,hog1 KO (hog1/hog1),unstressed control (0 min),unstressed control (),,0 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346183,"YPS606 hog1Î, unstressed control (0 min), replicate 2",Success,cell line: YPS606|cell type: budding yeast cells|genotype: hog1 KO (hog1/hog1)|treatment: unstressed control (0 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,hog1 KO (hog1/hog1),unstressed control (0 min),unstressed control (),,0 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346184,"YPS606 hog1Î, unstressed control (0 min), replicate 3",Success,cell line: YPS606|cell type: budding yeast cells|genotype: hog1 KO (hog1/hog1)|treatment: unstressed control (0 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,hog1 KO (hog1/hog1),unstressed control (0 min),unstressed control (),,0 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346185,"YPS606 hog1Î, unstressed control (0 min), replicate 4",Success,cell line: YPS606|cell type: budding yeast cells|genotype: hog1 KO (hog1/hog1)|treatment: unstressed control (0 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,hog1 KO (hog1/hog1),unstressed control (0 min),unstressed control (),,0 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346186,"YPS606 hog1Î, 0.4 M NaCl (45 min), replicate 1",Success,cell line: YPS606|cell type: budding yeast cells|genotype: hog1 KO (hog1/hog1)|treatment: 0.4 M NaCl (45 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,hog1 KO (hog1/hog1),0.4 M NaCl (45 min),NaCl (),0.4 M,45 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346187,"YPS606 hog1Î, 0.4 M NaCl (45 min), replicate 2",Success,cell line: YPS606|cell type: budding yeast cells|genotype: hog1 KO (hog1/hog1)|treatment: 0.4 M NaCl (45 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,hog1 KO (hog1/hog1),0.4 M NaCl (45 min),NaCl (),0.4 M,45 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346188,"YPS606 hog1Î, 0.4 M NaCl (45 min), replicate 3",Success,cell line: YPS606|cell type: budding yeast cells|genotype: hog1 KO (hog1/hog1)|treatment: 0.4 M NaCl (45 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,hog1 KO (hog1/hog1),0.4 M NaCl (45 min),NaCl (),0.4 M,45 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
GSE312455,GSM9346189,"YPS606 hog1Î, 0.4 M NaCl (45 min), replicate 4",Success,cell line: YPS606|cell type: budding yeast cells|genotype: hog1 KO (hog1/hog1)|treatment: 0.4 M NaCl (45 min)|batch: UC_HiSeq4000,Auto_Parsed,,,YPS606,,hog1 KO (hog1/hog1),0.4 M NaCl (45 min),NaCl (),0.4 M,45 min,,,"{""cell_type"": ""budding yeast cells"", ""batch"": ""UC_HiSeq4000""}"
