Gene,WT_Log,WT_DS,WT_Q,Rpd3_Log,Rpd3_DS,Rpd3_Q
ABZ1,5.551,4.749,-0.704,5.829,5.656,4.003
ABZ2,5.534,4.387,-1.157,6.119,5.212,4.364
ACA1,5.02,3.594,-0.938,4.517,3.975,4.197
ACB1,9.957,7.674,1.423,10.204,8.255,6.659
ACC1,9.294,7.552,3.863,9.524,9.044,5.903
ACE2,3.93,2.782,-0.531,4.467,4.011,2.953
ACF2,5.056,4.029,-1.174,5.469,4.919,3.8
ACF4,4.04,3.417,-2.707,4.152,3.773,3.329
ACH1,5.238,10.437,1.755,6.886,11.325,6.529
ACK1,4.783,3.813,1.53,4.966,4.357,3.95
ACM1,3.994,2.552,-3.066,5.593,4.63,3.053
ACN9,5.246,6.41,1.007,5.788,6.825,3.554
ACO1,8.29,12.119,6.284,9.585,12.21,6.66
ACO2,6.978,4.593,-1.428,7.079,5.987,3.702
ACP1,7.541,7.875,0.54,8.061,8.503,5.754
ACS1,3.305,10.339,6.72,5.753,10.675,9.226
ACS2,9.106,9.122,-0.223,9.621,10.63,4.724
ACT1,11.228,9.975,2.553,11.137,10.409,7.092
ADA2,4.475,2.88,-1.164,5.434,3.93,3.513
ADD37,5.551,4.65,1.046,6.579,5.701,5.2
ADD66,6.085,5.16,0.944,6.594,6.076,4.742
ADE1,7.198,5.526,0.451,6.792,6.323,4.431
ADE12,8.596,6.76,-1.142,8.467,8.143,4.989
ADE13,8.462,6.181,2.055,7.661,6.843,4.396
ADE16,7.073,7.041,3.413,7.507,6.692,5.468
ADE17,6.954,5.393,-0.488,6.448,6.557,3.383
ADE2,7.276,5.05,0.642,6.268,5.473,3.885
ADE3,8.257,6.261,-0.102,8.302,7.276,5.161
ADE4,7.115,3.601,0.807,6.521,4.87,3.561
"ADE5,7",8.732,5.56,1.726,8.556,7.43,5.213
ADE6,8.193,5.713,1.694,7.981,6.604,4.577
ADE8,6.68,5.144,1.769,6.138,5.465,4.624
ADF1,5.462,1.799,-1.953,5.97,3.868,4.277
ADH1,13.5,10.308,5.75,13.679,10.244,8.145
ADH2,9.562,12.438,7.36,9.446,12.558,9.865
ADH3,8.541,8.452,3.897,9.099,9.289,6.71
ADH4,6.223,4.154,0.279,6.082,4.733,3.724
ADH5,6.084,6.589,0.809,5.023,7.746,3.662
ADH6,8.661,5.121,0.356,9.044,7.12,4.603
ADH7,3.419,2.975,-1.995,-0.866,-0.331,0.285
ADI1,6.619,6.347,1.984,6.916,6.343,5.844
ADK1,10.019,7.835,0.674,9.892,9.26,5.966
ADK2,4.201,5.669,-1.9,4.694,7.553,3.114
ADO1,9.661,7.26,1.126,9.742,8.902,6.278
ADP1,6.003,6.562,1.042,6.501,6.163,4.744
ADR1,4.278,7.082,4.359,5.262,7.611,6.53
ADY2,1.689,9.389,8.09,3.842,10.272,10.554
ADY3,2.885,3.915,-0.754,3.585,3.735,3.362
ADY4,4.402,2.945,0.436,4.28,3.605,2.916
AEP1,4.863,4.666,0.758,5.27,5.183,3.961
AEP2,4.824,4.098,-1.414,4.886,5.127,2.989
AEP3,3.673,3.407,-0.21,3.854,3.519,2.967
AFG1,5.867,6.878,-0.539,6.308,7.234,4.388
AFG2,6.238,3.053,-1.948,6.231,4.575,3.585
AFG3,6.191,5.841,2.443,6.664,6.438,5.389
AFI1,4.1,2.421,-1.115,4.421,3.751,3.12
AFR1,5.059,5.462,1.626,5.549,5.617,4.494
AFT1,4.883,3.115,-2.012,5.243,4.497,3.768
AFT2,4.043,3.778,1.197,5.264,4.654,4.249
AGA1,1.901,1.347,-3.736,2.035,3.051,1.339
AGA2,5.574,5.551,-0.577,6.42,5.697,4.882
AGC1,3.776,4.032,-0.358,4.537,5.518,3.738
AGE1,5.984,4.646,1.315,5.773,5.153,4.319
AGE2,6.164,4.383,0.521,6.281,4.919,4.366
AGP1,7.703,8.661,2.13,8.577,9.766,8.479
AGP2,4.629,7.525,1.575,5.618,8.941,5.759
AGP3,3.098,4.084,-0.299,2.549,4.136,3.792
AGX1,3.497,10.047,1.506,5.358,10.57,5.301
AHA1,6.351,7.881,2.054,7.333,6.615,5.919
AHC1,3.86,4.065,0.783,4.268,4.466,4.211
AHC2,7.71,7.292,4.784,7.834,7.423,6.478
AHP1,9.501,9.427,6.681,11.303,9.158,7.736
AHT1,2.069,0.963,-3.192,0.475,0.041,0.123
AI1,9.687,10.622,8.466,10.279,11.191,8.979
AI2,9.344,9.966,8.636,9.711,10.604,9.018
AI3,5.215,5.851,6.421,4.902,6.327,5.125
AI4,6.18,6.33,6.401,7.063,7.067,5.833
AI5_ALPHA,2.476,2.651,3.462,1.925,3.817,2.016
AI5_BETA,2.569,2.885,4.239,3.709,4.135,3.34
AIM1,6.041,6.281,-0.885,6.358,6.539,3.42
AIM10,3.343,3.515,-2.893,4.32,4.725,2.883
AIM11,4.525,4.899,-1.491,5.484,5.503,4.073
AIM13,5.978,7.11,-0.632,6.165,7.4,4.126
AIM14,5.083,5.056,-0.985,5.346,5.157,3.929
AIM17,6.052,7.413,0.066,5.999,7.719,4.787
AIM18,4.68,6.107,2.785,5.096,6.231,5.028
AIM19,4.9,7.592,3.625,5.248,6.784,5.354
AIM2,6.472,6.933,2.397,7.833,7.239,5.959
AIM20,5.87,3.372,-3.873,6.125,4.356,2.453
AIM21,5.1,5.043,1.084,5.708,5.43,4.642
AIM22,4.531,4.042,-1.15,4.314,4.606,2.91
AIM23,3.813,4.556,1.238,4.884,4.87,3.596
AIM24,5.74,6.468,-1.307,5.569,6.506,3.666
AIM25,4.86,5.073,-0.281,5.106,5.253,3.252
AIM26,1.808,0.157,-5.207,2.152,1.992,0.785
AIM27,7.535,6.434,1.939,7.466,7.019,5.238
AIM29,7.162,6.274,1.494,7.108,6.683,4.609
AIM3,3.327,3.474,-0.216,4.915,4.901,4.494
AIM31,6.079,6.904,1.071,6.296,7.275,6.018
AIM32,3.856,4.286,-0.258,4.347,5.439,3.674
AIM33,4.139,6.893,-0.417,5.279,8.117,3.866
AIM34,4.183,2.642,-3.559,5.063,4.581,3.087
AIM36,5.192,5.553,0.215,5.484,6.839,3.751
AIM37,6.408,7.42,1.297,6.3,7.604,5.333
AIM38,7.821,5.993,-0.012,7.772,7.037,5.696
AIM39,4.287,4.993,0.219,5.176,6.028,4.505
AIM4,5.08,4.69,-0.587,5.501,5.051,2.602
AIM41,5.802,7.944,4.824,6.937,7.357,6.615
AIM43,4.99,5.506,1.782,4.734,5.494,4.182
AIM44,4.741,3.898,-3.053,5.591,5.451,3.814
AIM45,7.036,6.28,0.468,7.255,7.004,4.68
AIM46,6.145,6.351,3.436,7.575,7.673,6.071
AIM5,6.436,7.322,1.309,6.672,8.116,5.223
AIM6,6.442,6.573,1.662,6.528,6.707,4.726
AIM7,6.686,6.441,-0.515,7.462,6.537,5.106
AIM9,6.008,6.116,2.058,6.639,5.825,4.811
AIP1,6.617,5.862,0.737,7.488,6.355,4.93
AIR1,5.674,1.697,-0.58,6.325,4.184,3.939
AIR2,4.681,4.207,-0.463,5.013,4.564,3.767
AKL1,5.483,5.239,1.896,6.05,5.177,4.623
AKR1,6.731,5.449,1.322,7.007,6.174,4.799
AKR2,4.885,4.7,2.952,5.433,5.458,5.186
ALA1,8.831,6.096,1.466,8.887,7.059,5.252
ALB1,7.571,2.561,0.178,7.783,5.451,5.074
ALD2,3.975,6.261,4.473,5.738,6.497,5.29
ALD3,3.485,6.233,6.301,4.517,5.273,3.753
ALD4,6.914,9.617,6.676,8.379,9.906,10.029
ALD5,7.43,5.586,0.428,8.193,6.5,5.374
ALD6,10.306,9.413,0.829,11.173,10.498,5.89
ALE1,6.824,5.535,1.697,7.493,6.145,5.187
ALF1,3.975,2.915,-0.778,5.144,3.56,3.328
ALG1,6.154,5.032,-1.022,6.237,5.637,3.946
ALG11,5.234,4.661,0.24,5.239,5.183,3.932
ALG12,6.117,4.694,-1.287,6.687,5.703,3.91
ALG13,5.116,5.17,1.012,6.692,5.161,4.473
ALG14,5.268,4.499,0.323,6.474,6.691,4.533
ALG2,5.341,3.998,-3.247,5.388,4.709,2.94
ALG3,6.097,4.578,-2.427,7.123,6.796,4.565
ALG5,5.835,2.62,-1.872,6.428,4.758,3.854
ALG6,6.498,5.798,0.054,6.157,6.186,5.327
ALG7,5.543,4.138,-0.018,6.55,6.23,4.027
ALG8,6.062,4.093,-1.017,5.874,5.166,3.689
ALG9,6.675,5.443,1.919,7.03,6.384,5.179
ALK1,5.173,3.693,-2.244,6.15,5.006,3.285
ALK2,4.476,2.293,-3.697,5.707,5.162,3.988
ALO1,7.207,6.133,2.523,7.502,6.575,4.599
ALP1,1.562,5.314,2.285,3.656,4.801,5.317
ALR1,6.636,5.017,2.986,6.404,5.244,5.55
ALR2,4.005,2.623,-0.559,4.009,3.56,3.201
ALT1,6.682,5.895,0.0,6.485,6.486,5.216
ALT2,5.146,4.648,5.617,4.794,4.165,5.507
ALY1,4.711,4.079,0.114,4.923,4.779,4.066
ALY2,4.195,4.094,0.828,4.551,4.555,4.087
AMA1,0.609,1.235,0.556,2.703,2.947,3.189
AMD1,6.372,5.202,0.867,6.408,5.702,4.186
AMD2,4.617,4.006,0.303,4.482,4.339,3.99
AME1,4.753,3.84,0.103,4.708,4.105,3.402
AMN1,7.602,5.38,-0.258,7.406,5.507,4.534
AMS1,3.206,7.075,5.317,5.589,6.544,5.941
ANB1,3.702,-2.535,,5.055,2.032,
ANP1,6.658,3.8,0.504,7.139,4.94,4.702
ANS1,-1.211,-0.972,-4.761,-1.097,0.067,0.97
ANT1,5.89,6.445,-1.58,7.045,7.212,4.547
AOS1,5.231,4.693,1.752,5.376,4.834,4.656
APA1,7.893,5.373,0.262,7.761,4.82,3.949
APA2,5.342,5.953,1.767,5.522,6.14,4.696
APC1,4.234,3.897,-1.046,5.202,5.221,4.584
APC11,6.307,5.075,-0.183,6.2,5.244,3.522
APC2,3.985,3.195,1.11,3.964,3.413,3.387
APC4,3.973,2.892,-0.662,4.356,4.148,3.352
APC5,3.859,3.062,-1.824,3.543,2.898,3.022
APC9,3.385,4.703,0.797,4.485,4.994,4.511
APD1,6.838,6.516,1.4,7.409,7.103,5.401
APE2,6.808,6.801,2.806,7.48,6.962,5.776
APE3,9.493,9.679,2.59,9.618,9.299,7.268
APE4,6.124,6.843,2.662,7.084,7.086,5.36
API2,1.352,-0.689,-1.881,1.191,-0.623,-1.874
APJ1,4.684,5.461,3.456,4.876,4.388,4.944
APL1,5.57,4.421,1.074,5.426,5.065,3.957
APL2,5.995,5.158,0.814,5.97,5.546,4.556
APL3,4.643,3.963,-1.106,4.861,4.743,3.449
APL4,6.081,4.44,-0.01,6.318,4.977,4.051
APL5,5.664,4.514,1.118,5.867,5.036,3.735
APL6,6.237,3.82,-2.075,5.818,4.523,2.698
APM1,5.492,4.006,0.912,5.31,4.681,4.307
APM2,4.064,3.297,-0.855,5.298,4.302,3.894
APM3,6.054,3.427,-1.202,6.121,5.015,3.692
APM4,6.352,5.456,-0.018,6.691,6.102,4.883
APN1,6.126,4.459,1.088,6.378,5.241,4.213
APN2,3.818,3.811,-0.471,3.785,3.92,3.607
APP1,5.427,4.833,1.222,5.999,5.417,4.667
APQ12,6.456,4.285,-0.749,5.682,5.253,4.558
APQ13,6.112,4.513,0.354,6.141,5.478,4.186
APS1,3.107,2.521,-2.268,3.82,3.114,2.971
APS2,5.856,5.137,0.98,6.049,5.473,3.659
APS3,5.386,4.8,0.383,5.635,5.401,4.138
APT1,9.204,5.867,0.493,9.084,7.52,5.716
APT2,7.094,5.707,2.381,7.199,6.789,5.423
AQR1,6.49,1.893,-2.786,7.285,3.499,4.784
AQY1,2.899,6.133,2.03,3.502,4.76,5.497
AQY2,4.534,3.902,-1.475,3.574,4.208,2.729
ARA1,6.919,8.773,4.58,7.764,8.187,6.536
ARA2,4.569,5.826,2.293,4.537,5.118,5.497
ARB1,9.437,5.827,2.406,8.904,6.042,4.738
ARC1,9.231,6.861,0.784,9.27,7.536,6.515
ARC15,7.408,7.002,1.284,8.173,7.308,5.815
ARC18,6.556,6.37,2.873,7.132,6.929,5.426
ARC19,7.513,7.162,0.917,7.827,7.391,5.534
ARC35,7.081,6.68,0.539,7.369,6.776,5.2
ARC40,7.312,6.888,0.046,8.213,7.581,5.571
ARD1,6.72,4.421,-3.283,7.422,5.996,3.774
ARE1,6.01,4.366,2.152,6.672,5.575,4.532
ARE2,6.943,5.828,3.082,7.48,6.635,6.258
ARF1,10.125,6.691,2.554,10.003,7.953,6.326
ARF2,8.471,8.313,5.286,9.525,8.657,7.501
ARF3,5.553,4.384,-1.549,6.101,5.292,3.196
ARG1,6.922,9.302,0.232,8.73,10.623,5.758
ARG2,4.529,4.68,-1.009,5.743,6.118,4.575
ARG3,4.167,6.423,0.389,4.735,7.636,3.256
ARG4,7.594,9.168,1.612,9.281,10.386,6.207
"ARG5,6",6.315,7.697,0.696,6.521,8.843,4.236
ARG7,7.32,7.637,0.912,8.163,8.478,4.719
ARG8,6.124,6.109,0.128,6.35,7.881,4.207
ARG80,5.861,4.678,0.459,6.142,5.3,5.567
ARG81,4.709,3.255,0.014,5.073,4.49,3.881
ARG82,3.531,4.1,2.247,4.832,4.537,4.697
ARH1,5.342,4.641,-1.776,5.934,5.656,3.744
ARI1,5.405,1.231,-3.477,5.793,2.951,1.386
ARK1,5.057,3.785,1.644,5.175,4.761,4.528
ARL1,7.196,5.322,-0.76,7.445,5.964,4.638
ARL3,5.303,3.031,0.38,5.743,4.167,4.642
ARN1,4.856,4.263,1.104,4.542,5.308,4.258
ARN2,4.605,4.316,0.984,3.471,3.026,2.503
ARO1,7.614,7.774,0.966,7.817,8.611,5.457
ARO10,6.005,8.274,3.687,6.823,8.019,5.869
ARO2,9.119,6.656,1.046,9.118,7.726,5.641
ARO3,8.544,7.896,3.886,8.743,8.533,6.524
ARO4,9.907,8.284,0.664,9.922,9.782,5.792
ARO7,6.308,1.888,-1.929,6.462,4.189,3.092
ARO8,9.261,7.713,-0.099,9.138,8.908,5.498
ARO80,3.806,4.801,0.36,4.785,5.747,3.727
ARO9,5.491,7.109,0.597,6.355,7.447,5.713
ARP1,3.92,2.686,-2.899,4.539,4.001,3.398
ARP10,2.061,1.83,-1.697,2.602,2.553,1.164
ARP2,7.401,7.025,0.633,7.759,7.477,5.872
ARP3,7.451,6.878,2.487,7.772,7.298,5.966
ARP4,5.853,4.881,0.145,5.856,5.056,4.607
ARP5,5.52,3.909,-1.764,5.849,4.675,3.899
ARP6,4.949,4.012,-0.226,5.118,4.662,3.687
ARP7,5.596,3.317,-1.254,6.57,4.99,4.659
ARP8,5.064,4.576,1.808,5.523,4.962,4.939
ARP9,6.206,3.272,-0.277,5.865,4.268,3.814
ARR1,5.625,5.188,1.889,5.394,5.051,3.96
ARR2,3.65,2.806,-1.585,2.792,2.453,1.755
ARR3,2.975,2.839,-0.573,1.582,2.01,2.179
ART10,4.252,4.095,-0.169,4.072,4.182,3.08
ART5,3.425,2.876,-1.896,4.333,3.345,2.837
ARV1,3.831,2.824,-1.237,4.135,4.039,2.699
ARX1,8.092,2.796,0.408,7.797,5.591,5.015
ASA1,4.448,3.393,1.983,4.596,4.255,4.328
ASC1,12.412,5.975,3.329,12.189,8.001,7.679
ASE1,4.584,3.348,1.677,4.88,3.918,4.19
ASF1,4.219,1.993,-0.221,5.536,3.546,3.855
ASF2,3.862,4.279,0.566,4.955,4.553,4.553
ASG1,5.124,3.65,0.58,5.201,3.91,3.87
ASG7,3.892,3.974,-1.988,4.24,3.553,3.176
ASH1,6.013,4.656,-0.22,5.506,5.512,4.618
ASI1,5.555,4.527,1.692,5.485,5.023,4.241
ASI2,5.125,5.223,2.684,5.935,5.374,4.815
ASI3,4.733,4.429,2.228,5.109,4.798,4.536
ASK1,5.073,3.709,0.632,5.789,4.417,4.113
ASK10,6.007,3.678,1.45,5.95,4.543,4.285
ASM4,5.618,4.746,1.097,5.792,5.465,5.019
ASN1,10.049,7.2,0.158,10.118,8.467,5.926
ASN2,9.823,7.389,2.874,9.935,8.34,6.427
ASP1,8.426,4.516,1.559,8.601,6.67,5.313
ASP3-1,6.171,6.174,3.135,6.796,6.581,5.696
ASP3-2,6.165,6.171,3.009,6.712,6.584,5.717
ASP3-3,6.179,6.202,3.054,6.772,6.575,5.784
ASP3-4,6.147,6.196,3.138,6.803,6.558,5.766
ASR1,4.062,4.231,2.063,3.838,3.893,4.315
AST1,5.517,3.14,-2.787,6.532,5.405,4.465
AST2,3.783,4.913,4.184,5.372,4.76,4.342
ATC1,6.357,1.852,-0.82,6.219,4.436,4.478
ATE1,4.898,3.729,-0.807,5.275,4.713,4.443
ATF1,6.14,4.679,0.608,6.0,4.409,4.645
ATF2,5.88,1.583,-3.09,5.952,2.971,1.406
ATG1,3.989,5.414,4.538,5.31,5.478,6.063
ATG10,2.893,2.67,-0.639,2.861,2.805,3.293
ATG11,3.605,4.244,3.418,4.774,4.757,4.639
ATG12,4.199,3.789,1.586,4.345,4.147,3.493
ATG13,3.875,3.751,0.712,5.384,4.459,4.069
ATG14,2.617,3.481,0.219,3.658,3.245,3.15
ATG15,4.435,5.552,2.813,5.222,5.681,4.922
ATG16,2.845,3.398,1.151,3.255,3.263,3.914
ATG17,2.912,4.05,0.769,3.716,4.004,3.575
ATG18,5.114,4.253,0.66,5.881,5.251,4.922
ATG19,4.722,6.099,2.129,5.619,5.559,5.572
ATG2,3.831,4.186,0.949,4.984,4.787,3.788
ATG20,4.536,5.011,2.684,5.024,4.928,5.467
ATG21,4.803,4.699,2.183,5.196,4.685,4.368
ATG22,4.943,5.909,2.429,6.097,6.701,5.7
ATG23,3.589,3.588,1.166,4.294,4.098,3.678
ATG26,4.306,5.032,2.722,5.967,5.516,4.909
ATG27,6.66,5.128,0.629,7.065,5.472,4.502
ATG29,4.224,4.691,2.236,4.424,4.362,4.423
ATG3,4.242,5.405,3.998,5.216,5.544,5.632
ATG32,4.22,4.893,4.165,5.473,5.354,5.156
ATG33,4.043,7.566,3.994,5.976,7.355,5.805
ATG34,2.227,6.009,4.92,2.32,4.075,5.706
ATG4,4.145,4.734,2.442,4.92,4.999,4.251
ATG5,5.084,4.077,1.417,5.656,5.575,5.098
ATG7,3.967,4.616,2.541,5.609,5.033,4.422
ATG8,5.043,7.239,6.417,5.86,6.772,7.829
ATG9,3.231,4.734,3.107,4.757,4.826,4.987
ATH1,2.84,6.337,3.268,3.933,5.724,5.718
ATM1,5.421,3.631,-1.951,6.299,5.539,3.837
ATO2,3.399,7.442,1.981,3.812,8.545,5.373
ATO3,6.616,6.287,4.384,6.629,4.48,7.062
ATP1,9.213,10.2,2.783,9.053,10.656,6.76
ATP10,4.545,4.405,-0.758,4.964,5.65,4.043
ATP11,6.231,5.983,0.929,6.051,6.714,4.107
ATP12,5.329,4.689,-0.515,5.783,5.743,3.848
ATP14,7.538,8.845,1.326,7.983,9.105,6.437
ATP15,7.728,9.537,3.623,7.685,9.814,6.462
ATP16,7.924,8.877,3.54,8.241,9.081,6.56
ATP17,8.538,9.524,3.138,8.586,9.61,6.023
ATP18,8.07,9.257,3.628,8.658,9.645,7.332
ATP19,8.616,9.328,0.921,9.061,9.408,6.261
ATP2,9.073,10.782,1.481,9.494,11.337,6.609
ATP20,7.511,8.493,1.013,6.308,8.444,5.729
ATP22,5.724,4.717,1.338,5.82,5.07,4.27
ATP23,4.397,2.821,-2.49,4.596,4.051,2.272
ATP25,4.788,4.851,0.378,4.913,5.396,3.377
ATP3,7.958,9.141,3.407,7.832,9.251,6.139
ATP4,7.909,9.143,3.02,8.541,9.408,6.785
ATP5,8.324,9.407,1.208,8.359,9.849,6.272
ATP6,6.482,7.386,7.779,6.622,7.694,6.96
ATP7,8.05,9.697,3.076,8.352,9.735,6.595
ATP8,0.452,1.771,3.996,,1.833,0.613
ATR1,5.683,3.889,2.212,6.489,4.67,3.544
ATS1,4.19,3.516,1.218,5.06,5.211,4.671
ATX1,5.824,5.533,0.226,6.415,6.042,3.302
ATX2,6.266,2.617,-3.898,6.221,4.589,3.756
AUA1,5.725,4.604,0.612,5.801,4.94,2.32
AUR1,7.597,5.643,3.692,7.919,7.256,5.781
AUS1,4.116,3.259,-1.31,2.892,2.969,3.215
AVL9,5.2,3.662,-0.213,4.897,3.981,3.333
AVO1,4.142,3.467,0.391,4.69,4.345,3.716
AVO2,3.156,3.594,-0.669,5.13,4.518,4.147
AVT1,6.954,5.553,-0.307,7.094,6.706,4.643
AVT2,4.257,4.257,-0.735,5.037,5.968,4.493
AVT3,6.02,6.66,3.369,6.361,7.043,5.895
AVT4,6.348,5.923,2.087,6.628,7.177,5.511
AVT5,5.136,4.445,-1.124,5.236,5.141,4.062
AVT6,4.82,6.058,1.655,6.404,6.375,4.095
AVT7,6.109,6.406,2.195,6.642,7.066,4.765
AXL1,4.838,3.529,0.965,4.808,4.395,3.666
AXL2,6.076,4.662,-1.408,6.691,6.237,3.417
AYR1,6.714,7.457,2.925,7.198,7.073,6.583
AYT1,3.231,2.807,-1.009,1.77,2.005,1.464
AZF1,4.168,4.856,2.869,4.765,4.685,4.885
AZR1,3.729,2.521,-0.283,4.147,3.031,2.681
BAG7,3.863,3.065,1.768,4.243,3.424,5.949
BAP2,8.446,8.157,5.851,8.451,8.636,7.129
BAP3,6.411,6.482,1.524,7.491,7.176,6.429
BAR1,6.765,3.154,-1.788,4.623,1.887,0.956
BAS1,4.912,3.686,-1.433,5.641,4.419,3.936
BAT1,7.889,4.929,-0.935,7.854,6.349,4.343
BAT2,7.724,7.888,3.047,8.023,8.655,5.437
BBC1,4.603,5.593,0.654,5.813,5.519,4.394
BBP1,3.724,1.837,-3.138,4.337,3.256,2.113
BCD1,4.887,2.95,1.034,5.945,5.245,4.942
BCH1,6.505,5.512,-1.023,6.893,6.371,5.16
BCH2,5.012,3.203,-2.604,4.927,3.995,2.517
BCK1,4.348,3.238,-0.739,4.841,4.483,3.696
BCK2,5.789,4.522,2.099,6.01,5.276,4.848
BCP1,7.388,3.814,1.399,7.206,5.287,4.355
BCS1,5.06,4.657,-0.25,5.618,6.088,4.11
BCY1,7.073,7.927,3.766,8.301,7.999,7.27
BDF1,6.264,4.931,1.973,6.317,4.968,5.338
BDF2,7.245,5.372,3.695,7.394,5.79,7.371
BDH1,6.633,7.508,2.357,6.662,7.953,6.33
BDH2,3.93,8.583,4.529,4.092,7.839,5.75
BDP1,4.985,3.777,0.001,5.937,4.759,3.923
BDS1,3.977,3.31,0.108,3.726,3.045,2.015
BEM1,5.29,5.016,1.867,5.208,5.217,3.743
BEM2,5.742,4.975,1.532,6.009,5.362,3.91
BEM3,4.317,3.027,-0.89,4.352,3.676,2.664
BEM4,4.644,3.626,-1.8,5.096,5.084,4.112
BER1,5.811,3.752,-1.224,5.278,4.398,3.467
BET1,5.658,4.285,1.251,5.894,5.206,4.221
BET2,5.37,5.238,-0.163,5.909,6.138,4.524
BET3,6.857,5.74,1.462,7.209,6.52,6.058
BET4,5.196,4.342,-1.682,5.493,4.706,4.507
BET5,6.217,3.582,-1.592,5.761,4.243,3.723
BFA1,3.639,2.036,-2.712,5.062,3.873,3.333
BFR1,7.898,5.147,-1.178,8.188,6.928,6.031
BFR2,5.899,1.984,-0.066,6.421,4.663,4.122
BGL2,10.521,9.733,6.096,10.807,10.133,8.873
BI2,3.897,4.243,3.623,4.673,6.01,4.697
BI3,2.743,2.239,2.496,1.879,3.684,2.305
BI4,5.25,4.755,3.999,5.318,6.298,4.117
BIG1,4.361,4.138,0.616,4.487,4.502,3.329
BIK1,4.813,3.149,-2.076,5.357,4.352,3.923
BIM1,5.515,3.623,0.071,6.25,5.045,3.771
BIO2,6.678,3.446,-0.456,6.586,5.743,4.32
BIO3,3.143,2.816,-2.398,3.75,5.512,3.09
BIO4,3.848,3.995,-0.638,4.952,6.538,4.582
BIO5,3.214,1.924,-1.999,2.36,4.181,3.467
BIR1,4.496,3.519,1.003,4.726,4.145,4.325
BIT2,2.869,2.893,0.226,3.713,3.428,3.255
BIT61,3.83,1.974,-3.509,3.878,3.307,1.838
BLI1,4.89,5.552,3.092,4.783,5.156,4.971
BLM10,6.298,5.65,3.444,7.08,6.13,5.559
BLS1,3.562,4.094,-0.414,5.233,4.434,3.274
BMH1,10.148,8.52,3.952,10.08,8.401,7.027
BMH2,8.627,8.085,3.815,8.666,8.508,6.907
BMS1,6.948,3.218,1.702,7.16,5.069,4.361
BNA1,6.443,8.114,2.032,2.886,3.258,0.433
BNA2,2.905,3.892,3.769,-0.482,0.318,1.623
BNA3,6.122,5.246,-0.747,7.303,6.201,4.179
BNA4,5.564,5.554,-0.383,3.696,4.081,2.225
BNA5,4.453,5.033,-0.174,1.95,1.803,3.017
BNA6,6.288,6.957,-0.393,4.637,5.337,4.089
BNA7,5.978,4.551,-0.771,6.172,4.923,3.603
BNI1,4.655,3.939,1.568,4.881,4.21,4.03
BNI4,4.471,2.778,-3.297,4.77,4.298,2.69
BNI5,5.173,2.323,-0.384,6.343,4.481,3.489
BNR1,2.716,1.764,-1.014,3.358,3.094,4.0
BNS1,4.534,4.933,0.094,5.52,5.077,3.729
BOI1,5.382,3.447,-0.517,5.532,4.694,3.691
BOI2,5.184,4.341,2.228,5.868,5.061,4.612
BOP2,3.359,5.835,5.126,3.855,7.783,8.178
BOP3,4.039,3.538,0.262,4.243,3.695,2.949
BOR1,5.214,3.439,0.497,5.225,4.666,3.952
BOS1,5.867,4.918,2.723,6.272,5.775,4.691
BPH1,4.082,4.102,0.126,4.462,4.478,3.925
BPL1,5.819,4.284,-1.109,6.139,5.368,4.345
BPT1,5.987,5.618,3.052,6.152,5.891,4.957
BRE1,6.267,3.919,2.074,6.289,4.428,4.782
BRE2,4.958,3.58,1.45,6.031,5.183,4.513
BRE4,5.242,4.634,2.27,5.394,5.283,4.252
BRE5,6.883,4.032,0.489,6.769,4.226,4.513
BRF1,4.252,4.098,1.183,4.99,4.889,4.318
BRL1,4.478,2.979,-2.538,4.709,4.017,3.0
BRN1,3.597,1.731,-3.554,4.54,3.136,2.426
BRO1,5.076,4.605,1.762,5.358,4.721,4.021
BRP1,2.743,3.945,-1.231,2.512,2.797,2.679
BRR1,4.912,4.155,-0.844,5.616,4.886,3.587
BRR2,5.259,4.266,0.278,5.034,4.598,3.835
BRR6,4.875,3.858,0.865,5.072,4.759,3.866
BRX1,8.331,3.442,0.15,8.262,5.983,5.308
BSC1,6.391,2.909,-2.972,4.337,5.196,3.341
BSC2,6.034,6.13,3.573,5.956,6.095,5.464
BSC3,-1.393,-0.92,,,-0.494,
BSC4,0.758,1.113,1.374,3.539,4.242,3.896
BSC5,3.174,5.728,-1.815,3.47,3.699,1.335
BSC6,5.095,3.408,-1.534,5.21,4.498,3.041
BSD2,5.903,5.128,3.818,6.045,4.976,5.435
BSP1,4.218,3.007,0.03,4.367,3.829,3.178
BST1,4.997,4.076,-0.736,5.394,5.686,4.054
BTN2,6.089,6.793,-0.966,5.927,4.933,5.124
BTS1,5.114,3.058,-0.877,5.451,3.808,3.816
BTT1,4.197,3.216,-3.645,5.117,3.68,2.536
BUB1,2.548,1.328,-4.122,3.897,3.038,2.466
BUB2,3.575,3.239,-0.054,4.27,4.383,3.893
BUB3,5.045,3.245,-2.08,5.318,4.705,3.583
BUD13,4.004,2.909,0.023,5.007,4.141,3.975
BUD14,6.061,4.301,0.389,6.526,5.965,4.746
BUD16,5.772,3.57,0.287,5.921,4.64,3.244
BUD17,5.474,2.303,-1.918,5.807,4.351,3.976
BUD19,11.756,7.324,2.966,11.747,8.892,7.248
BUD2,4.298,2.934,-1.941,4.369,3.877,2.721
BUD20,7.648,4.676,1.63,8.294,6.392,5.33
BUD21,6.519,3.693,1.39,7.092,5.631,5.653
